field,ra,dec,ebv
857,84.0,76.55,0.11859014630317688
858,108.0,76.55,0.04595145210623741
859,132.0,76.55,0.025843746960163116
860,156.0,76.55,0.03427181765437126
861,180.0,76.55,0.11033644527196884
862,204.0,76.55,0.03493344038724899
863,228.0,76.55,0.03719010204076767
864,252.0,76.55,0.05356893315911293
865,276.0,76.55,0.07566981017589569
866,300.0,76.55,0.12542396783828735
868,348.0,76.55,0.20503440499305725
869,20.0,83.75,0.13387614488601685
870,60.0,83.75,0.07328444719314575
871,100.0,83.75,0.05539948120713234
872,140.0,83.75,0.03753260523080826
873,180.0,83.75,0.17009691894054413
874,220.0,83.75,0.11489984393119812
875,260.0,83.75,0.11091933399438858
876,300.0,83.75,0.08810493350028992
877,340.0,83.75,0.23905205726623535
878,10.0,88.0,0.1489536315202713
879,170.0,88.0,0.20022650063037872
880,10.0,87.4,0.17638856172561646
881,170.0,87.4,0.2656976878643036
1001,25.7766,-85.93846,0.09408431500196457
1002,77.20517,-85.93846,0.19906358420848846
1003,128.63375,-85.93846,0.21054889261722565
1004,181.85528,-85.93846,0.1425635814666748
1005,231.49089,-85.93846,0.12290602177381516
1006,282.91946,-85.93846,0.1503748893737793
1007,334.34803,-85.93846,0.13312721252441406
1008,20.25868,-85.45,0.1267479807138443
1009,71.68725,-85.45,0.12428393959999084
1010,124.64736,-85.45,0.1819753646850586
1011,174.54439,-85.45,0.08099661022424698
1012,225.97296,-85.45,0.10626744478940964
1013,276.82799,-85.45,0.16560666263103485
1014,329.13129,-85.45,0.13445910811424255
1015,5.14404,-79.01538,0.07284245640039444
1016,32.98589,-79.01538,0.09681660681962967
1017,60.2335,-79.01538,0.09211558103561401
1018,88.3705,-79.01538,0.14731253683567047
1019,115.87636,-79.01538,0.2835233807563782
1020,143.75512,-79.01538,0.21678400039672852
1021,171.44742,-79.01538,0.24129220843315125
1022,199.13973,-79.01538,0.14108972251415253
1023,226.83204,-79.01538,0.1454920917749405
1024,254.52435,-79.01538,0.12074587494134903
1025,282.21666,-79.01538,0.12477467209100723
1026,309.90896,-79.01538,0.20538340508937836
1027,337.60127,-79.01538,0.16335606575012207
1028,17.90885,-78.25,0.06539265811443329
1029,43.62314,-78.25,0.10212480276823044
1030,69.33742,-78.25,0.07732033729553223
1031,94.68852,-78.25,0.13228291273117065
1032,120.76599,-78.25,0.09103317558765411
1033,146.48028,-78.25,0.14382030069828033
1034,172.68223,-78.25,0.15885087847709656
1035,197.90885,-78.25,0.25038906931877136
1036,223.91865,-78.25,0.15920160710811615
1037,249.33742,-78.25,0.17476995289325714
1038,275.05171,-78.25,0.18096038699150085
1039,301.09433,-78.25,0.16756051778793335
1040,326.48028,-78.25,0.19086895883083344
1041,352.19456,-78.25,0.09835172444581985
1042,11.23039,-71.05,0.04364358261227608
1043,29.23039,-71.05,0.03687209263443947
1044,47.23039,-71.05,0.042646151036024094
1045,65.57908,-71.05,0.11945371329784393
1047,101.09918,-71.05,0.10964065045118332
1048,119.23039,-71.05,0.19764991104602814
1049,137.21111,-71.05,0.12221579253673553
1050,155.23039,-71.05,0.1603786200284958
1051,173.23039,-71.05,0.29335659742355347
1054,227.33254,-71.05,0.16633222997188568
1055,245.23039,-71.05,0.1302931159734726
1056,263.13289,-71.05,0.09245460480451584
1057,281.23039,-71.05,0.07191309332847595
1058,299.23039,-71.05,0.08913467079401016
1059,317.23039,-71.05,0.06991647928953171
1060,335.23039,-71.05,0.033217139542102814
1061,353.23039,-71.05,0.049092501401901245
1062,8.27502,-63.85,0.02170809544622898
1063,22.12117,-63.85,0.03092419169843197
1064,35.96733,-63.85,0.03395264223217964
1065,49.81348,-63.85,0.028979970142245293
1066,63.65964,-63.85,0.04000602662563324
1067,77.50579,-63.85,0.04084128886461258
1068,91.35194,-63.85,0.06053803861141205
1069,105.1981,-63.85,0.10983084887266159
1070,119.04425,-63.85,0.18420162796974182
1071,132.73949,-63.85,0.20395639538764954
1072,147.01826,-63.85,0.2971595525741577
1079,243.65964,-63.85,0.270651251077652
1080,257.50579,-63.85,0.17856059968471527
1081,271.35194,-63.85,0.09723468869924545
1082,285.39519,-63.85,0.07924740016460419
1083,299.04425,-63.85,0.07149382680654526
1084,312.89041,-63.85,0.05793987959623337
1085,326.73656,-63.85,0.04569287225604057
1086,340.58271,-63.85,0.03633889555931091
1087,354.42887,-63.85,0.03390231356024742
1088,0.82743,-56.65,0.017753977328538895
1089,12.44033,-56.65,0.018812885507941246
1090,24.05324,-56.65,0.027774054557085037
1091,35.66614,-56.65,0.045770805329084396
1092,47.27904,-56.65,0.02103419415652752
1093,58.89195,-56.65,0.02214471809566021
1094,70.50485,-56.65,0.010313724167644978
1095,82.11775,-56.65,0.04876355454325676
1096,93.73065,-56.65,0.05781697481870651
1097,105.2731,-56.65,0.11506465077400208
1098,116.95646,-56.65,0.23462383449077606
1099,128.56936,-56.65,0.2862454056739807
1111,267.69695,-56.65,0.15127982199192047
1112,279.55726,-56.65,0.11374250054359436
1113,291.15001,-56.65,0.07333682477474213
1114,302.76291,-56.65,0.06489074975252151
1115,314.18264,-56.65,0.09041690826416016
1116,325.98872,-56.65,0.045917611569166183
1117,337.60162,-56.65,0.03729992359876633
1118,349.1835,-56.65,0.018260153010487556
1119,5.60979,-49.45,0.01987111009657383
1120,15.60979,-49.45,0.01586044952273369
1121,25.46356,-49.45,0.029718833044171333
1122,35.60979,-49.45,0.023201534524559975
1123,45.60979,-49.45,0.026950843632221222
1124,55.60979,-49.45,0.016582131385803223
1125,65.60979,-49.45,0.021958403289318085
1126,75.59516,-49.45,0.015227149240672588
1127,85.60979,-49.45,0.04940794035792351
1128,95.60979,-49.45,0.058420389890670776
1129,105.60979,-49.45,0.10062961280345917
1134,155.60979,-49.45,0.2588716447353363
1136,175.60979,-49.45,0.1914423555135727
1137,185.60979,-49.45,0.21181079745292664
1139,205.46358,-49.45,0.22778132557868958
1146,275.60979,-49.45,0.11513926833868027
1147,285.60979,-49.45,0.08444762974977493
1148,295.60979,-49.45,0.07144909352064133
1149,305.60979,-49.45,0.05178974196314812
1150,315.60979,-49.45,0.045185431838035583
1151,325.60979,-49.45,0.030172869563102722
1152,335.60979,-49.45,0.017635079100728035
1153,345.60979,-49.45,0.010474598966538906
1154,355.60979,-49.45,0.015673957765102386
1155,0.53667,-42.25,0.017905017361044884
1156,9.29394,-42.25,0.016348570585250854
1157,18.09764,-42.25,0.01133427582681179
1158,26.94224,-42.25,0.017837103456258774
1159,35.65862,-42.25,0.017681613564491272
1160,44.43911,-42.25,0.021390026435256004
1161,53.21959,-42.25,0.017743853852152824
1162,62.00008,-42.25,0.02017913945019245
1163,70.78057,-42.25,0.016382630914449692
1164,79.56106,-42.25,0.029728831723332405
1165,88.34155,-42.25,0.07791415601968765
1166,97.23092,-42.25,0.07839158177375793
1167,105.90252,-42.25,0.15309247374534607
1172,149.80496,-42.25,0.2903534173965454
1173,158.65649,-42.25,0.11584792286157608
1174,167.36594,-42.25,0.1391683667898178
1175,176.14642,-42.25,0.14373454451560974
1176,184.92691,-42.25,0.19572047889232635
1177,193.7074,-42.25,0.1484397053718567
1178,202.48789,-42.25,0.1467587947845459
1179,211.26837,-42.25,0.10815854370594025
1180,220.04886,-42.25,0.1259661614894867
1181,228.82935,-42.25,0.24236923456192017
1186,272.73179,-42.25,0.278847873210907
1187,281.72303,-42.25,0.12919142842292786
1188,290.29276,-42.25,0.09170359373092651
1189,299.07325,-42.25,0.08990263938903809
1190,307.85374,-42.25,0.05290306732058525
1191,316.63423,-42.25,0.03658457100391388
1192,325.41472,-42.25,0.019782477989792824
1193,334.33108,-42.25,0.01556819025427103
1194,342.97569,-42.25,0.027457619085907936
1195,351.75618,-42.25,0.017859982326626778
1196,8.12693,-35.05,0.015289104543626308
1197,16.37307,-35.05,0.020632214844226837
1198,24.61922,-35.05,0.023700380697846413
1199,32.86537,-35.05,0.018904706463217735
1200,41.11152,-35.05,0.02525937743484974
1201,49.49748,-35.05,0.02428510971367359
1202,57.60381,-35.05,0.014603206887841225
1203,65.84996,-35.05,0.033357419073581696
1204,74.09611,-35.05,0.03674092888832092
1205,82.25016,-35.05,0.03449682518839836
1206,90.58841,-35.05,0.056551020592451096
1207,98.83456,-35.05,0.12047873437404633
1208,107.0807,-35.05,0.21313822269439697
1212,139.68102,-35.05,0.23257188498973846
1213,147.81194,-35.05,0.20086298882961273
1214,155.89159,-35.05,0.10940910130739212
1215,163.97124,-35.05,0.07000939548015594
1216,172.05088,-35.05,0.09435366094112396
1217,180.13053,-35.05,0.11382771283388138
1218,188.11904,-35.05,0.08371711522340775
1219,196.38026,-35.05,0.0978868156671524
1220,204.36947,-35.05,0.07529661059379578
1221,212.44912,-35.05,0.12808452546596527
1222,220.52876,-35.05,0.14167340099811554
1229,277.4193,-35.05,0.196862131357193
1230,285.66544,-35.05,0.12283904105424881
1231,293.91159,-35.05,0.18010854721069336
1232,302.2505,-35.05,0.11423976719379425
1233,310.40389,-35.05,0.05531984567642212
1234,318.65004,-35.05,0.1287250816822052
1235,326.89619,-35.05,0.036521002650260925
1236,335.0006,-35.05,0.015560079365968704
1237,343.38848,-35.05,0.01787445694208145
1238,351.63463,-35.05,0.027383768931031227
1239,359.88078,-35.05,0.0168442465364933
1240,4.68607,-27.85,0.026300553232431412
1241,12.25,-27.85,0.021055562421679497
1242,19.81393,-27.85,0.018697941675782204
1243,27.37786,-27.85,0.01670984923839569
1244,34.94179,-27.85,0.01643814891576767
1245,42.50571,-27.85,0.021450195461511612
1246,50.06964,-27.85,0.022711768746376038
1247,57.63357,-27.85,0.009866481646895409
1248,65.1975,-27.85,0.04517050087451935
1249,72.76143,-27.85,0.03740878403186798
1250,80.5018,-27.85,0.03027990274131298
1251,88.06573,-27.85,0.04797547683119774
1252,95.45321,-27.85,0.04985341057181358
1253,103.01714,-27.85,0.17287451028823853
1254,110.58107,-27.85,0.268858939409256
1256,125.94553,-27.85,0.2208108752965927
1257,133.74605,-27.85,0.15019886195659637
1258,141.54658,-27.85,0.13542604446411133
1259,149.34711,-27.85,0.1235237717628479
1260,157.14763,-27.85,0.10441803187131882
1261,164.94816,-27.85,0.07903458923101425
1262,172.74868,-27.85,0.0844535231590271
1263,180.54921,-27.85,0.09349282085895538
1264,188.42515,-27.85,0.08627702295780182
1265,196.07511,-27.85,0.10573826730251312
1266,203.95079,-27.85,0.08999466150999069
1267,211.75132,-27.85,0.06784948706626892
1268,219.55184,-27.85,0.1327856034040451
1269,227.35237,-27.85,0.20299410820007324
1270,235.15289,-27.85,0.2942715883255005
1276,281.48286,-27.85,0.2699885368347168
1277,289.04679,-27.85,0.1382254809141159
1278,296.43427,-27.85,0.17346946895122528
1279,303.9982,-27.85,0.07884328067302704
1280,311.73857,-27.85,0.10248200595378876
1281,319.3025,-27.85,0.07557061314582825
1282,326.86643,-27.85,0.033145979046821594
1283,334.43036,-27.85,0.021906523033976555
1284,341.99429,-27.85,0.027439063414931297
1285,349.55821,-27.85,0.028878360986709595
1286,357.12214,-27.85,0.024179445579648018
1287,5.01679,-20.65,0.023430490866303444
1288,12.25,-20.65,0.023896172642707825
1289,19.48321,-20.65,0.017512556165456772
1290,26.71643,-20.65,0.01310532446950674
1291,33.94964,-20.65,0.023261699825525284
1292,41.18286,-20.65,0.040337007492780685
1293,48.41607,-20.65,0.0267059076577425
1294,55.64929,-20.65,0.05924487113952637
1295,62.8825,-20.65,0.045292023569345474
1296,70.11571,-20.65,0.035115797072649
1297,77.34893,-20.65,0.05017940327525139
1298,84.41543,-20.65,0.05020666494965553
1299,91.64865,-20.65,0.09623445570468903
1300,99.04857,-20.65,0.19211618602275848
1303,120.67273,-20.65,0.16868719458580017
1304,127.83045,-20.65,0.11942172795534134
1305,134.98818,-20.65,0.2526101768016815
1306,142.14591,-20.65,0.0565592423081398
1307,149.30364,-20.65,0.06472217291593552
1308,156.46136,-20.65,0.12335407733917236
1309,163.61909,-20.65,0.06296780705451965
1310,170.77682,-20.65,0.07452744245529175
1311,177.93455,-20.65,0.04702360928058624
1312,185.25898,-20.65,0.06487489491701126
1313,192.08329,-20.65,0.06961603462696075
1314,199.24102,-20.65,0.13782751560211182
1315,206.56545,-20.65,0.1305733323097229
1316,213.72318,-20.65,0.10892793536186218
1317,220.88091,-20.65,0.12147682160139084
1318,228.03864,-20.65,0.18309800326824188
1319,235.19636,-20.65,0.23715439438819885
1326,285.45143,-20.65,0.19947950541973114
1327,292.85135,-20.65,0.10079372674226761
1328,300.08457,-20.65,0.16544146835803986
1329,307.15107,-20.65,0.07803292572498322
1330,314.38429,-20.65,0.08007104694843292
1331,321.6175,-20.65,0.09139636158943176
1332,328.85071,-20.65,0.038217391818761826
1333,336.08393,-20.65,0.0407908596098423
1334,343.31714,-20.65,0.03592682257294655
1335,350.55036,-20.65,0.03238410875201225
1336,357.78357,-20.65,0.024496179074048996
1337,5.33343,-13.45,0.042663101106882095
1338,12.38336,-13.45,0.026857711374759674
1339,19.16596,-13.45,0.024726083502173424
1340,26.12443,-13.45,0.022166941314935684
1341,33.06164,-13.45,0.024832233786582947
1342,39.99886,-13.45,0.031144078820943832
1343,46.93607,-13.45,0.082771897315979
1344,53.87329,-13.45,0.061324406415224075
1345,60.8105,-13.45,0.053918369114398956
1346,67.74771,-13.45,0.08075437694787979
1347,74.68493,-13.45,0.10297025740146637
1348,81.62214,-13.45,0.18590961396694183
1350,95.47939,-13.45,0.26955854892730713
1353,116.27758,-13.45,0.26476240158081055
1354,123.05914,-13.45,0.09353924542665482
1355,130.09075,-13.45,0.07271229475736618
1356,136.99733,-13.45,0.06830146908760071
1357,143.90392,-13.45,0.05191832780838013
1358,150.8105,-13.45,0.06625967472791672
1359,157.71708,-13.45,0.08497890084981918
1360,164.62367,-13.45,0.053183116018772125
1361,171.53025,-13.45,0.04654524475336075
1362,178.43683,-13.45,0.05105368420481682
1363,185.35402,-13.45,0.051542699337005615
1364,192.11646,-13.45,0.06440436840057373
1365,199.14622,-13.45,0.06173865124583244
1366,206.06317,-13.45,0.10980568826198578
1367,212.96975,-13.45,0.10074940323829651
1368,219.87633,-13.45,0.08552625775337219
1369,226.78292,-13.45,0.1169784739613533
1370,233.6895,-13.45,0.19394232332706451
1371,240.59608,-13.45,0.22547996044158936
1378,289.02114,-13.45,0.2736642360687256
1379,295.83466,-13.45,0.18445786833763123
1380,302.87786,-13.45,0.11452293395996094
1381,309.81507,-13.45,0.06715985387563705
1382,316.75229,-13.45,0.06353705376386642
1383,323.6895,-13.45,0.07665970176458359
1384,330.62671,-13.45,0.05508415400981903
1385,337.56393,-13.45,0.054205041378736496
1386,344.50114,-13.45,0.056662943214178085
1387,351.43836,-13.45,0.03361574560403824
1388,358.37557,-13.45,0.037041887640953064
1389,1.88844,-6.25,0.04356137663125992
1390,8.86589,-6.25,0.04955494403839111
1391,15.63351,-6.25,0.13637617230415344
1392,22.61156,-6.25,0.04503824561834335
1393,29.51926,-6.25,0.035321157425642014
1394,36.42696,-6.25,0.03817005828022957
1395,43.33467,-6.25,0.04938282445073128
1396,50.24237,-6.25,0.05093244090676308
1397,57.15007,-6.25,0.09538386017084122
1398,64.05778,-6.25,0.06570875644683838
1399,70.96548,-6.25,0.10851334780454636
1400,77.87319,-6.25,0.12500551342964172
1405,112.5291,-6.25,0.15821637213230133
1406,119.35797,-6.25,0.09341756254434586
1407,126.32304,-6.25,0.052980732172727585
1408,133.26272,-6.25,0.02676338143646717
1409,140.2024,-6.25,0.03824098780751228
1410,147.14208,-6.25,0.0728062093257904
1411,154.08176,-6.25,0.07004549354314804
1412,161.02144,-6.25,0.05302543193101883
1413,167.96112,-6.25,0.054326821118593216
1414,174.9008,-6.25,0.05603020638227463
1415,181.84048,-6.25,0.09901947528123856
1416,188.84629,-6.25,0.03369418904185295
1417,195.65393,-6.25,0.04409845918416977
1418,202.65952,-6.25,0.041932616382837296
1419,209.5992,-6.25,0.04615292698144913
1420,216.53888,-6.25,0.06695341318845749
1421,223.47856,-6.25,0.08067221939563751
1422,230.41824,-6.25,0.09018432348966599
1423,237.35792,-6.25,0.17179597914218903
1432,299.71911,-6.25,0.15036208927631378
1433,306.62681,-6.25,0.05657369643449783
1434,313.53452,-6.25,0.06813981384038925
1435,320.44222,-6.25,0.1572543829679489
1436,327.34993,-6.25,0.04319566488265991
1437,334.25763,-6.25,0.0863182321190834
1438,341.16533,-6.25,0.04152791202068329
1439,348.07304,-6.25,0.0512423999607563
1440,354.98074,-6.25,0.03720492124557495
1441,5.36895,0.95,0.02810627967119217
1442,12.37972,0.95,0.03032815083861351
1443,19.13045,0.95,0.032613083720207214
1444,26.02046,0.95,0.035019539296627045
1445,32.90569,0.95,0.039896152913570404
1446,39.79092,0.95,0.03824441507458687
1447,46.67615,0.95,0.10099934786558151
1448,53.56138,0.95,0.10751990228891373
1450,67.33185,0.95,0.11896120011806488
1451,74.21708,0.95,0.11000053584575653
1452,81.10231,0.95,0.11584737151861191
1456,108.71892,0.95,0.13118143379688263
1457,115.67985,0.95,0.13015396893024445
1458,122.64077,0.95,0.030244437977671623
1459,129.60169,0.95,0.05565584823489189
1460,136.56262,0.95,0.04024628922343254
1461,143.52354,0.95,0.05315231531858444
1462,150.48446,0.95,0.030732696875929832
1463,157.44538,0.95,0.06970207393169403
1464,164.40631,0.95,0.038888975977897644
1465,171.36723,0.95,0.039085522294044495
1466,178.32815,0.95,0.02325098216533661
1467,185.03306,1.05,0.02255280874669552
1468,192.09398,0.95,0.02615588903427124
1469,199.21694,0.95,0.03813078999519348
1470,206.17185,0.95,0.034201495349407196
1471,213.13277,0.95,0.04326210170984268
1472,220.09369,0.95,0.04816129803657532
1473,227.05462,0.95,0.06782606244087219
1474,234.01554,0.95,0.08157899230718613
1475,240.97646,0.95,0.11414176225662231
1476,247.93738,0.95,0.08282826095819473
1477,254.89831,0.95,0.1029474064707756
1478,261.85923,0.95,0.22808298468589783
1484,303.39769,0.95,0.13218644261360168
1485,310.28292,0.95,0.08622701466083527
1486,317.16815,0.95,0.127487912774086
1487,324.05338,0.95,0.08087839931249619
1488,330.93862,0.95,0.05816249921917915
1489,337.82385,0.95,0.09060751646757126
1490,344.70908,0.95,0.06086790934205055
1491,351.59431,0.95,0.03900386765599251
1492,358.47954,0.95,0.04380523040890694
1493,1.96084,8.15,0.15744085609912872
1494,8.88918,8.15,0.061585936695337296
1495,15.6102,8.15,0.05050155892968178
1496,22.53916,8.15,0.07504310458898544
1497,29.3986,8.15,0.07184553146362305
1498,36.25804,8.15,0.08707397431135178
1499,43.11748,8.15,0.21401143074035645
1500,49.97692,8.15,0.25802937150001526
1501,56.83636,8.15,0.18592679500579834
1502,63.6958,8.15,0.2639128267765045
1503,70.55524,8.15,0.18904641270637512
1504,77.41468,8.15,0.2520079016685486
1506,91.10571,8.15,0.2571254074573517
1508,104.99717,8.15,0.1318110227584839
1509,111.88452,8.15,0.04522670805454254
1510,118.98841,8.15,0.024426180869340897
1511,125.921,8.15,0.03117227368056774
1512,132.903,8.15,0.053322892636060715
1513,139.885,8.15,0.042347270995378494
1514,146.867,8.15,0.028946420177817345
1515,153.849,8.15,0.03701934218406677
1516,160.831,8.15,0.033090438693761826
1517,167.813,8.15,0.0339445136487484
1518,174.795,8.15,0.04273848235607147
1519,181.777,8.15,0.019994663074612617
1520,188.78733,8.15,0.02585427276790142
1521,195.6502,8.15,0.04221327602863312
1522,202.723,8.15,0.035726118832826614
1523,209.705,8.15,0.026724088937044144
1524,216.687,8.15,0.030895395204424858
1525,223.669,8.15,0.03846029192209244
1526,230.651,8.15,0.045158080756664276
1527,237.633,8.15,0.04672332480549812
1528,244.615,8.15,0.07964406907558441
1529,251.597,8.15,0.14132168889045715
1530,258.579,8.15,0.11795930564403534
1531,265.51208,8.15,0.1820598989725113
1532,272.61597,8.15,0.23408956825733185
1536,300.1436,8.15,0.26348960399627686
1537,307.08532,8.15,0.16437247395515442
1538,313.94476,8.15,0.11610332876443863
1539,320.8042,8.15,0.06311844289302826
1540,327.66364,8.15,0.0636192187666893
1541,334.52308,8.15,0.0845431312918663
1542,341.38252,8.15,0.11889710277318954
1543,348.24196,8.15,0.05689931660890579
1544,355.1014,8.15,0.08891114592552185
1545,1.57783,15.35,0.07098925113677979
1546,8.53084,15.35,0.06287722289562225
1547,15.96916,15.35,0.0869888961315155
1548,22.92217,15.35,0.0485212542116642
1549,30.03696,15.35,0.06411777436733246
1550,37.15174,15.35,0.176395982503891
1551,44.26652,15.35,0.11053723841905594
1552,51.3813,15.35,0.15828900039196014
1553,58.49609,15.35,0.2543494403362274
1559,101.08286,15.35,0.14964346587657928
1560,108.09571,15.35,0.1433359831571579
1561,115.10857,15.35,0.04217040538787842
1562,122.12143,15.35,0.0323149636387825
1563,129.14702,15.35,0.039401065558195114
1564,136.19984,15.35,0.051523853093385696
1565,143.25886,15.35,0.03740929439663887
1566,150.30548,15.35,0.04169408604502678
1567,157.08868,15.35,0.04508752375841141
1568,164.14153,15.35,0.02671700529754162
1569,171.19434,15.35,0.036358315497636795
1570,178.22429,15.35,0.03435644879937172
1571,185.23714,15.35,0.028625575825572014
1572,192.25,15.35,0.027874793857336044
1573,199.26286,15.35,0.03327395021915436
1574,206.37618,15.35,0.032035648822784424
1575,213.351,15.35,0.01909087784588337
1576,220.32582,15.35,0.027223197743296623
1577,227.31429,15.35,0.03152204677462578
1578,234.32714,15.35,0.042490530759096146
1579,241.34,15.35,0.04875580966472626
1580,248.35286,15.35,0.08935672789812088
1581,255.36571,15.35,0.12534847855567932
1582,262.37857,15.35,0.13178206980228424
1583,269.39143,15.35,0.14380061626434326
1587,297.54478,15.35,0.28626710176467896
1588,304.65957,15.35,0.19985269010066986
1589,311.77435,15.35,0.11168738454580307
1590,318.88913,15.35,0.13934744894504547
1591,326.00391,15.35,0.11769108474254608
1592,333.1187,15.35,0.06616803258657455
1593,340.23348,15.35,0.09860262274742126
1594,347.34826,15.35,0.19946451485157013
1595,354.46304,15.35,0.07996013015508652
1596,1.16843,22.55,0.07261599600315094
1597,8.72505,22.55,0.03745266795158386
1598,15.77495,22.55,0.053113605827093124
1599,23.33157,22.55,0.09527872502803802
1600,30.71929,22.55,0.08725956082344055
1601,38.107,22.55,0.19879674911499023
1602,45.49471,22.55,0.15188144147396088
1603,52.88243,22.55,0.23063978552818298
1604,60.27014,22.55,0.28089240193367004
1610,104.45371,22.55,0.06542356312274933
1611,111.60116,22.55,0.06790735572576523
1612,118.99737,22.55,0.07254308462142944
1613,126.40279,22.55,0.05773591622710228
1614,133.71914,22.55,0.035534169524908066
1615,141.0355,22.55,0.042014870792627335
1616,148.35186,22.55,0.04023892059922218
1617,155.66821,22.55,0.024316463619470596
1618,162.98457,22.55,0.020131321623921394
1619,170.30093,22.55,0.020462170243263245
1620,177.61729,22.55,0.027022497728466988
1621,184.93364,22.55,0.033085256814956665
1622,192.25,22.55,0.03642483800649643
1623,199.56636,22.55,0.015396028757095337
1624,206.84333,22.55,0.02046501822769642
1625,214.11131,22.55,0.035668522119522095
1626,221.37928,22.55,0.03870995715260506
1627,228.9288,22.55,0.05506836995482445
1628,236.19677,22.55,0.07902783155441284
1629,243.46476,22.55,0.08683229237794876
1630,250.78086,22.55,0.07250695675611496
1631,258.09721,22.55,0.07184433937072754
1632,265.50087,22.55,0.1578361988067627
1633,272.69901,22.55,0.15310657024383545
1634,280.04629,22.55,0.16435606777668
1638,309.45443,22.55,0.11359082907438278
1639,316.84214,22.55,0.17865774035453796
1640,324.22986,22.55,0.10059604793787003
1641,331.61757,22.55,0.10284458845853806
1642,339.00529,22.55,0.049949146807193756
1643,346.393,22.55,0.1920386254787445
1644,353.78071,22.55,0.05840408802032471
1645,0.76047,29.75,0.0598735585808754
1646,8.59984,29.75,0.050383131951093674
1647,15.90016,29.75,0.06938376277685165
1648,23.73953,29.75,0.061533812433481216
1649,31.39921,29.75,0.0688948780298233
1650,39.05889,29.75,0.10865351557731628
1651,46.71858,29.75,0.19324763119220734
1652,54.37826,29.75,0.20908968150615692
1653,62.03795,29.75,0.25594812631607056
1658,100.336,29.75,0.14935018122196198
1659,107.9955,29.75,0.09263206273317337
1660,115.6466,29.75,0.043478988111019135
1661,123.13482,29.75,0.044966768473386765
1662,130.974,29.75,0.07173384726047516
1663,138.6335,29.75,0.03045172244310379
1664,146.293,29.75,0.028195656836032867
1665,153.9525,29.75,0.033689916133880615
1666,161.612,29.75,0.031075086444616318
1667,169.2715,29.75,0.02030634693801403
1668,176.931,29.75,0.02988659217953682
1669,184.5905,29.75,0.024660199880599976
1670,192.25,29.75,0.016867326572537422
1671,199.9095,29.75,0.015993749722838402
1672,207.569,29.75,0.020016664639115334
1673,215.2285,29.75,0.024433186277747154
1674,222.888,29.75,0.01966731995344162
1675,230.5475,29.75,0.032845739275217056
1676,238.207,29.75,0.03308331221342087
1677,245.8665,29.75,0.03637872263789177
1678,253.526,29.75,0.04616487771272659
1679,261.36518,29.75,0.056488703936338425
1680,268.85396,29.75,0.06511231511831284
1681,276.5045,29.75,0.17329654097557068
1682,284.164,29.75,0.2600966989994049
1686,314.80237,29.75,0.18618346750736237
1687,322.46205,29.75,0.2609699070453644
1688,330.12174,29.75,0.09758322685956955
1689,337.78142,29.75,0.08742055296897888
1690,345.44111,29.75,0.057009659707546234
1691,353.10079,29.75,0.08057329058647156
1692,3.8685,36.95,0.0691957026720047
1693,12.25,36.95,0.06506972014904022
1694,20.6315,36.95,0.07121766358613968
1695,29.04478,36.95,0.08305170387029648
1696,37.26374,36.95,0.06083564832806587
1697,45.776,36.95,0.15457259118556976
1703,96.03504,36.95,0.20734070241451263
1704,104.40156,36.95,0.10746592283248901
1705,112.76807,36.95,0.05872635915875435
1706,121.13459,36.95,0.06110434979200363
1707,129.39322,36.95,0.04204343631863594
1708,137.86763,36.95,0.02372904308140278
1709,146.23415,36.95,0.022169368341565132
1710,154.47739,36.95,0.018146326765418053
1711,162.96719,36.95,0.01732850819826126
1712,171.3337,36.95,0.023223228752613068
1713,179.70022,36.95,0.024828337132930756
1714,188.06674,36.95,0.014908199198544025
1715,196.43326,36.95,0.01897849328815937
1716,204.79978,36.95,0.01202229131013155
1717,213.1663,36.95,0.010969629511237144
1718,221.53281,36.95,0.013880782760679722
1719,230.0232,36.95,0.02283474989235401
1720,238.26585,36.95,0.025370217859745026
1721,246.63237,36.95,0.018420040607452393
1722,255.10475,36.95,0.021732980385422707
1723,263.36541,36.95,0.05200124531984329
1724,271.73193,36.95,0.04023159295320511
1725,280.09844,36.95,0.06288579106330872
1726,288.46496,36.95,0.12686027586460114
1730,321.961,36.95,0.29648977518081665
1731,330.3425,36.95,0.168068990111351
1732,338.724,36.95,0.15756408870220184
1733,347.1055,36.95,0.13495492935180664
1734,355.487,36.95,0.14053983986377716
1735,7.65092,44.15,0.08012384176254272
1736,16.84908,44.15,0.10419783741235733
1737,26.04723,44.15,0.09171092510223389
1738,35.24538,44.15,0.08218167722225189
1739,44.44354,44.15,0.24312704801559448
1740,53.64169,44.15,0.27179282903671265
1744,90.53215,44.15,0.1845344752073288
1745,99.77923,44.15,0.12423065304756165
1746,109.02631,44.15,0.08409140259027481
1747,118.27338,44.15,0.0463116355240345
1748,127.52046,44.15,0.03243044391274452
1749,136.76754,44.15,0.02498668059706688
1750,146.01462,44.15,0.015609492547810078
1751,155.08851,44.15,0.01724478043615818
1752,164.50877,44.15,0.014290420338511467
1753,173.75585,44.15,0.022360974922776222
1754,183.04776,44.15,0.01801607757806778
1755,192.06898,44.15,0.016418276354670525
1756,201.49708,44.15,0.018934929743409157
1757,210.74415,44.15,0.013327369466423988
1758,219.99123,44.15,0.025460978969931602
1759,229.41213,44.15,0.02873905748128891
1760,238.48538,44.15,0.029859479516744614
